ID,Question,Context_with_label,LONG_ANSWER,final_decision
65f77465c4010b4d78000028,Is liquid biopsy a cost-effective technique in general population screening for colorectal cancer?,"the inclusion of liquid biopsy as a first- or second-line screening strategy was not cost-effective at its current cost and screening performance.  Cost-Effectiveness of Liquid Biopsy for Colorectal Cancer Screening in Patients Who Are Unscreened. Analysis of circulating free DNA (cfDNA) is a promising tool for personalized management of colorectal cancer (CRC) patients and Relevance: In this economic evaluation of liquid biopsy for colorectal cancer screening, colonoscopy was a cost-effective strategy for colorectal cancer screening in the general population, and the inclusion of liquid biopsy as a first- or second-line screening strategy was not cost-effective at its current cost and screening performance. Liquid bio  Liquid biopsy tests are in development for cancer early detection, but it is unclear whether they are cost-effective for colorectal cancer screening.Objective: To estimate the cost-effectiveness of liquid biopsy for colorectal cancer screening in the US  Liquid biopsy tests are in development for cancer early detection, but it is unclear whether they are cost-effective for colorectal cancer screening py-liquid biopsy hybrid had a greater gain in life-years if liquid biopsy could detect polyps but remained too costly. In this economic evaluation of liquid biopsy for colorectal cancer screening, colonoscopy was a cost-effective strategy for colorectal cancer screening in the general population, and the inclusion of liquid biopsy as a first- or second-line screening strategy was not cost-effective at its current cost and screening performance. Liquid b Importance: Despite recommendations for universal screening, adherence to colorectal cancer screening in the US is approximately 60%. Liquid biopsy tests are in development for cancer early detection, but it is unclear whether they are cost-effective for colorectal cancer screening.Objective: To estimate the cost-effectiveness of liquid biopsy for colorectal cancer screening in the US Importance: Despite recommendations for universal screening, adherence to colorectal cancer screening in the US is approximately 60%. Liquid biopsy tests are in development for cancer early detection, but it is unclear whether they are cost-effective for colorectal cancer screening  Liquid biopsy tests are in development for cancer early detection, but it is unclear whether they are cost-effective for colorectal cancer screening.Objective: To estimate the cost-effectiveness of liquid biopsy for colorectal cancer screening in the US.Design, Setting, and Participants: In this economic evaluation, a Markov model was developed to compare no screening and 5 colorectal cancer screening strategies: colonoscopy, liquid biopsy, liquid biopsy following nonadherence to colonoscopy, stool DNA, and fecal immunochemical test",The inclusion of liquid biopsy as a first- or second-line screening strategy was not cost-effective at its current cost and screening performance.,no
661c413f48a2c27714000006,Does chromatin accessibility affect CRISPR-Cas9 efficiency?,"Our study indicates that gene editing is more efficient in euchromatin than in heterochromatin, and we validate this finding in HeLa cells and in human fibroblasts. We found a correlation between chromatin openness and the efficiency of CRISPR-Cas9 mutagenesis.  We show that Cas9-mediated editing is more efficient in open chromatin regions than in closed chromatin regions in rice. While many studies consider DNA sequences of CRISPR target sites as the primary determinant for CRISPR mutagenesis efficiency and mutation profiles, increasing evidence reveals the substantial role of chromatin context Our findings provide strong evidence that specific chromatin features could have substantial and lasting impacts on both CRISPR-Cas9 mutagenesis efficiency and DNA double-strand break repair outcomes. Furthermore, we demonstrate that DNA target site accessibility influences the activity of CRISPR/Cas9. In this study, we show that chromatin open status is a pivotal determinant of the Cas9 editing activity in mammalian cells, and increasing chromatin accessibility can efficiently improve Cas9 genome editing Chromatin accessibility and guide sequence secondary structure affect CRISPR-Cas9 gene editing efficiency. We found a correlation between chromatin openness and the efficiency of CRISPR-Cas9 mutagenesis. These results indicate that CRISPR-Cas9 mutagenesis is influenced by chromatin accessibility in zebrafish embryos. Our study demonstrated that chromatin accessibility showed positive correlation with CRISPR/Cas9 efficiency, but we did not observe a clear correlation between nucleosome organization and CRISPR/Cas9 efficiency.","While many studies consider DNA sequences of CRISPR target sites as the primary determinant for CRISPR-Cas9 mutagenesis efficiency and mutation profiles, increasing evidence reveals the substantial role of chromatin context. Indeed, results across different organisms have shown that Cas9-mediated editing is more efficient in open chromatin regions (euchromatin) than in closed ones (heterochromatin).",yes
65f37aeac4010b4d7800000c,Is Cri du Chat syndrome (CdCS) a genetic syndrome caused by deletions in the long arm of chromosome 5,"Cri-du-chat syndrome is generally diagnosed when patients present a high-pitched cry at birth, microcephaly, ocular hypertelorism, and prominent nasal bridge. The karyotype is useful to confirm deletions in the short arm of chromosome 5 (5p-) greater than 10 Mb. Cri-du-chat syndrome (CdCS) is a rare genetic disorder in which the short arm of chromosome 5 is deleted.  Cri-du-chat syndrome (CdCS) is a rare genetic disorder in which the short arm of chromosome 5 is deleted Cri du chat syndrome (CdcS), also known as 5p deletion syndrome is a genetic disorder caused by the partial deletion of chromatin from the short arm of chromosome 5. Cri du chat syndrome (CdcS), also known as 5p deletion syndrome is a genetic disorder caused by the partial deletion of chromatin from the short arm of chromosome 5. There is a paucity of literature on the dental manifestations in CdcS. Cri du chat syndrome (CdcS), also known as 5p deletion syndrome is a genetic disorder caused by the partial deletion of chromatin from the short arm of chromosome 5. There is a paucity of literature on the dental manifestations in CdcS. The purposes of this report are to present the case of a nine-year-old girl with the syndrome, CdcS and to review its dental and clinical manifestations and their management in children. A new syndrome was identified in 1963, when Lejeune et al. reported a genetic disease resulting from a partial or total deletion on the short arm of chromosome 5 (5p-) and named it the cri du chat syndrome (CdCS). reported a genetic disease resulting from a partial or total deletion on the short arm of chromosome 5 (5p-) and named it the cri du chat syndrome (CdCS). reported a genetic disease resulting from a partial or total deletion on the short arm of chromosome 5 (5p-) and named it the cri du chat syndrome (CdCS). This term makes reference to the main clinical feature of the syndrome, a high-pitched monochromatic cat-like crying, that usually disappears in the first years of life. reported a genetic disease resulting from a partial or total deletion on the short arm of chromosome 5 (5p-) and named it the cri du chat syndrome (CdCS). This term makes reference to the main clinical feature of the syndrome, a high-pitched monochromatic cat-like crying, that usually disappears in the first years of life. CdCS is one of the most common chromosomal deletion syndromes in humans, with an incidence of 1:15.000-1:50.000 live-births.",Cri du Chat syndrome (CdCS) is a genetic syndrome caused by deletions in the short arm of chromosome 5,no
661d2428eac11fad33000017,Is ICD-10 encoding sensitive for capturing paediatric sepsis?,"The sensitivity of ICD-10 coding abstraction was 60% (95%-CI 57-63) for sepsis; 35% (95%-CI 31-39) for sepsis with organ dysfunction, using an explicit abstraction strategy; and 65% (95%-CI 61-69) using an implicit abstraction strategy. In this population-based study, we found a poor representation of sepsis and sepsis with organ dysfunction by ICD-10 coding abstraction in children with blood culture-proven sepsis when compared against a prospective validated research dataset. Sepsis estimates in children based on ICD-10 coding may thus severely underestimate the true prevalence of the disease ons: In this population-based study, we found a poor representation of sepsis and sepsis with organ dysfunction by ICD-10 coding abstraction in children with blood culture-proven sepsis when compared against a prospective validated research dataset. Sepsis estimates in children based on ICD-10 coding may thus severely underestimate the true prevalence of the disease.Supplem The estimated national incidence of sepsis, inferred from ICD-10 coding abstraction, was 12.5 per 100,000 children (95%-CI 11.7-13.5) and 21.0 per 100,000 children (95%-CI 19.8-22.2) using validated study data. In this population-based study, we found a poor representation of sepsis and sepsis with organ dysfunction by ICD-10 coding abstraction in children with blood culture-proven sepsis when compared against a prospective validated research dataset. For septic shock, the sensitivity of ICD-10 coding abstraction was 43% (95%-CI 37-50). Compared with the reference standard of detailed chart review and/or registry databases, the pooled sensitivity for sepsis ICD-10 codes was 35% (95% CI, 22-48, low certainty), whereas the pooled specificity was 98% (95% CI: 98-99, low certainty). Sepsis estimates in children based on ICD-10 coding may thus severely underestimate the true prevalence of the disease.Supplementary Information: The online version contains supplementary material available at 10.1007/s44253-023-00006-1. ssification of Diseases 10th edition (ICD-10) is widely used to describe the burden of disease.Aim: To describe how well ICD-10 coding captures sepsis in children admitted to the hospital with blood culture-proven bacterial or fungal infection and systemic inflammatory response syndrome.Methods: Secondary analysis of a population-based, multicenter, prospective cohort study on children with blood culture-proven sepsis of nine tertiary pediatric hospitals in Switzerland. We compared the agreement of validated study data on sepsis criteria with ICD-10 coding abstraction obtained at the participating hospitals.Results: We analyzed 998 hospital admissions of children with blood culture-proven sepsis. The sensitivity of ICD-10 coding abstraction was 60% (95%-CI 57-63 hildren with blood culture-proven sepsis. The sensitivity of ICD-10 coding abstraction was 60% (95%-CI 57-63) for sepsis; 35% (95%-CI 31-39) for sepsi","No, the current ICD-10 encoding for paediatric sepsis does have high sensitivity.",no
65cf96ce1930410b1300000a,Is Amivantamab used for non–small-cell lung cancer?,"Epidermal growth factor receptor (EGFR) mutation is one of the key oncogenic mutations in non-small-cell lung cancer with adenocarcinoma histology. Exon 19 deletions and exon 21 L858R substitutions account for 90%, while EGFR exon 20 insertions constitute 4-10% of EGFR mutations and are the third most prevalent activating EGFR mutations. EGFR exon 20 insertions are associated with decreased sensitivity to EGFR tyrosine kinase inhibitors and, until recently, effective targeted therapy against these tumours remained an unmet clinical need and chemotherapy was the only treatment of choice available. The approval of amivantamab and mobocertinib for patients who have progressed after chemotherapy represents an important step forward in the management of these patients.  BACKGROUND: Amivantamab, a fully humanized EGFR-MET bispecific antibody, has antitumor activity in diverse EGFR- and MET-driven non-small cell lung cancer (NSCLC) and a safety profile consistent with associated on-target activities.  Targeting EGFR Exon 20 Insertion Mutation in Non-small cell Lung Cancer: Amivantamab and Mobocertinib. OBJECTIVE: To evaluate clinical data regarding the use of amivantamab and mobocertinib for epidermal growth factor receptor (EGFR) exon 20 insertion mutation non-small cell lung cancer (NSCLC) and assess their potential impact on the care of patients.  Amivantamab and mobocertinib target an uncommon NSCLC mutation that has historically marked a poor prognosis because of innate resistance to previously approved EGFR tyrosine kinase inhibitors.  Amivantamab: A New Hope in Targeting Non-small Cell Lung Cancer. BACKGROUND: Amivantamab was approved on May 21st, 2021, by United States food and drug administration with the brand name Rybervant, used particularly for adult patients with exon20 insertion of epithelial growth factor receptor with locally advanced metastatic non-small cell lung cancer.  Amivantamab is a new bispecific antibody that targets non-small cell lung cancer through two different pathways, i.e., by binding to epithelial growth factor receptor and mesenchymal epithelial transition factor.   Amivantamab, an EGFR and MET bispecific antibody, demonstrated efficacy and tolerability in patients with advanced EGFR-mutated NSCLC with Exon20ins following platinum-based therapy in CHRYSALIS (NCT02609776; Cohort D+). US Food and Drug Administration has approved mobocertinib and amivantamab for targeting tumors with this aberration, but the number of comprehensive studies on ex20 ins/dup NSCLC is limited. ",Yes. Amivantamab is approved for treatment of patients with Non-Small Cell Lung Cancer with EGFR Exon 20 insertion mutations.,yes
65f7754ec4010b4d7800002b,Do very elderly stage III colorectal cancer patients present clinical benefit from oxaliplatin-based adjuvant chemotherapy?,"elderly patients with localized CRC should undergo standard cancer resection, preferably laparoscopically. The indication for adjuvant chemotherapy (CT) should be considered based on the potential benefit, the risk of recurrence, the life expectancy and patient comorbidities. FOLFOX4 maintains its efficacy and safety ratio in selected elderly patients with colorectal cancer Older patients deemed eligible for chemotherapy did not experience significant changes in living situatio  The incidence and severity of toxicity might be greater among older patients who might also derive less benefit from oxaliplatin. We evaluated the association between adjuvant oxaliplatin-based chemotherapy and neurotoxicity outcomes in an elderly cohort of patients.PATIENTS AND METHODS: A population-based cohort of patients aged > 65 years with stage II and III colorectal cancer treated with adjuvant therapy in Ontario, Canada was identified using the Ontario Cancer Registry  We evaluated the association between adjuvant oxaliplatin-based chemotherapy and neurotoxicity outcomes in an elderly cohort of patients.PATIENTS AND METHODS: A population-based cohort of patients aged > 65 years with stage II and III colorectal cancer treated with adjuvant therapy in Ontario, Canada was identified using the Ontario Cancer Registry BACKGROUND: The addition of oxaliplatin to adjuvant treatment regimens for colorectal cancer has been shown to improve overall survival at the expense of increased toxicity. The incidence and severity of toxicity might be greater among older patients who might also derive less benefit from oxaliplatin. We evaluated the association between adjuvant oxaliplatin-based chemotherapy and neurotoxicity outcomes in an elderly cohort of patients The Oxa-based adjuvant chemotherapy was tolerated equally well in Stage II and III colorectal cancer patients with or without perforation. Further studies are needed to compare the effect of oxaliplatin with other adjuvant chemotherapies.  We aimed to clarify the efficacy and complications of adjuvant oxaliplatin and fluoropyrimidine chemotherapy for patients 70 years and older with stage III colon cancer  We aimed to clarify the efficacy and complications of adjuvant oxaliplatin and fluoropyrimidine chemotherapy for patients 70 years and older with stage III colon cancer.PATIENTS AND METHODS: All patients with stage III colon adenocarcinoma were identified from an Australian cancer registry (2006-2013) BACKGROUND: Colon cancer is common in the elderly, but owing to under representation in clinical trials, the benefit of standard therapies is uncertain in this age group. We aimed to clarify the efficacy and complications of adjuvant oxaliplatin and fluoropyrimidine chemotherapy for patients 70 years and older with stage III colon cancer","Yes, adjuvant FOLFOX4 maintains its efficacy and safety ratio in selected elderly patients with colorectal cancer",yes
661d56c0eac11fad3300001f,Is there a specific cure for Ehlers-Danlos Syndrome?,"The management of this disease is possible; however, there is no cure as of present.  Ehlers-Danlos syndrome (vEDS) is a rare autosomal dominant genetic disorder. It is the most fatal among all types of EDS. In addition to typical EDS characteristics, vEDS patients are at risk of blood vessel rupture due to possession of pathogenic variants of the COL3A1 gene, which encodes type III collagen. Type III collagen is a major component of humans' vascular walls. The management of this disease is possible; however, there is no cure as of present. Recently, discoveries with potential impact on the management of vEDS have been elucidated. d the diagnosis of Ehlers-Danlos syndrome type VIII. As there is no specific treatment for the disorder, management is limited to the symptomatic trea e-phenotype correlations have been observed. No treatment for the underlying defect is presently available for Ehlers-Danlos syndrome. However, a seri e and/or variable phenotypic expression. Ehlers-Danlos syndrome do not have any specific etiological treatment. The management is poorly systematized  Ehlers-Danlos syndromes (EDS) are a heterogeneous group of inheritable connective tissue disorders characterized by skin hyperextensibility, joint hypermobility and cutaneous fragility with delayed wound healing. Over and above these common features, they differ in the presence or absence of various organ and tissue abnormalities, and differences in genetic causal mechanisms and degree of severity. They are complex and multisystem diseases, with the majority being highly disabling because of major joint problems and neurosensory deficiencies, and in some cases, they may be life-threatening due to associated complications, especially vascular disorders. In 1997, the Villefranche classification defined 6 subtypes of EDS. However, many other new variants have been described over the last years. The ""historical"" EDS were characterized by abnormalities in fibrillar collagen protein synthesis. More recently, disorders of synthesis and organization of the extracellular matrix have been shown to be responsible for other types of EDS. Thus, many EDS are in fact metabolic diseases related to enzymatic defects. While there is no curative treatment for any type of EDS, early diagnosis is of utmost importance in order to optimize the symptomatic management of patients and to prevent avoidable complications. Patients must be treated and monitored by multidisciplinary teams in highly specialized reference centers. In this article, we present the current state of knowledge on these diseases that continue to be Ehlers-Danlos syndrome do not have any specific etiological treatment. While there is no curative treatment for any type of EDS, early diagnosis is of utmost importance in order to optimize the symptomatic management of patients and to prevent avoidable complications.","No, there is no specific cure for Ehlers-Danlos Syndrome.",no
65f774dec4010b4d7800002a,Should routine PET-CT scan be indicated in the initial evaluation of locally advanced rectal cancer patients?,"The cutoff value of 1.5 for lymph node SUVmax in PET is a reasonable measure to predict the risk of preoperative LLN metastases in rectal cancer patients  the combination model showed improved performance for risk prediction; thus, [18F]FDG PET/CT might have a role in rectal cancer staging and treatment planning. In this pilot study, we investigated the feasibility of response prediction using digital [ 18 F]FDG PET/computed tomography (CT) and multiparametric MRI before, during, and after neoadjuvant chemoradiation therapy in locally advanced rectal cancer (LARC) patients and aimed to select the most promising imaging modalities and timepoints for further investigation in a larger trial. Positron emission tomography (PET) in the era of personalized medicine has a unique role in the management of oncological patients and offers several advantages over standard anatomical imaging ET-CT) imaging parameters for the response to neoadjuvant chemoradiotherapy (nCRT) in locally advanced rectal cancer (LARC).Methods: From January 2016 to March 2020, 52 LARC patients who underwent 18F-FDG PET-CT  DWI-MR and PET-CT Functional Imaging for Boost Tumor Volume Delineation in Neoadjuvant Rectal Cancer Treatment. Neoadjuvant chemoradiotherapy combined with immunotherapy for locally advanced rectal cancer: A new era for anal preservation. A successor trial in locally advanced rectal cancer has been initiated to further evaluate this agent's ability to define tumor extent before and assess disease response after neoadjuvant chemotherapy and radiotherapy ESGE recommends that the evaluation of superficial gastrointestinal (GI) lesions should be made by an experienced endoscopist, using high definition white-light and chromoendoscopy (virtual or dye-based).ESGE does not recommend routine performance of endoscopic ultrasonography (EUS), computed tomography (CT), magnetic resonance imaging (MRI), or positron emission tomography (PET)-CT prior to endoscopic resection.ESGE recommends endoscopic submucosal dissection (ESD) as the treatment of choice for most superficial esophageal squamous cell and superficial gastric lesions.For Barrett's esophagus (BE)-associated lesions, ESGE suggests the use of ESD for lesions suspicious of submucosal invasion (Paris type 0-Is, 0-IIc), for malignant lesions > 20 mm, and for lesions in scarred/fibrotic areas.ESGE does not recommend routine use of ESD for duodenal or small-bowel lesions.ESGE suggests that ESD should be considered for en bloc resection of colorectal (but particularly rectal) lesions with suspicion of limited submucosal invasion (demarcated depressed area with irregular surface pattern or a large protruding or bulky component, particularly if the lesions are larger than 20 mm) or for lesions that otherwise cannot be completely removed by snare-based techniques.ESGE recommends that an en bloc R0 resection of a superficial GI lesion with histology no more advanced than intramucosal cancer (no more than m2 in esophageal squamous cell carcinoma), well to moderately differentiated, with no lymphovascular invasion or ulceration, should be considered a very low risk (curative) resection, and no further staging procedure or treatment is generally recommended.ESGE recommends that the following should be considered to be a low risk (curative) resection and no further treatment is generally recommended: an en bloc R0 resection of a superficial GI lesion with superficial submucosal invasion (sm1), that is well to moderately differentiated, with no lymphovascular invasion, of size ≤ 20 mm for an esophageal squamous cell carcinoma or ≤ 30 mm for a stomach lesion or of any size for a BE-related or colorectal lesion, and with no lymphovascular invasion, and no budding grade 2 or 3 for colorectal lesions.ESGE recommends that, after an endoscopically complete resection, if there is a positive horizontal margin or if resection is piecemeal, but there is no submucosal invasion and no other high risk criteria are met, this should be considered a local-risk resection and endoscopic surveillance or re-treatment is recommended rather than surgery or other additional treatment.ESGE recommends that when there is a diagnosis of lymphovascular invasion, or deeper infiltration than sm1, or positive vertical margins, or undifferentiated tumor, or, for colorectal lesions, budding grade 2 or 3, this should be considered a high risk (noncurative) resection, and complete staging and strong consideration for additional treatments should be considered on an individual basis in a multidisciplinary discussion.ESGE recommends scheduled endoscopic surveillance with high definition white-light and chromoendoscopy (virtual or dye-based) with biopsies of only the suspicious areas after a curative ESD. OBJECTIVE: The aim of this study was to investigate the feasibility of F-fluoroazomycinarabinofuranoside (F-FAZA) positron emission tomography (PET)/computed tomography (CT) in patients with locally advanced rectal cancer.MATERIALS AND METHODS: The study included 14 patients with locally advanced rectal cancer","Yes, the cutoff value of 1.5 for lymph node SUVmax in PET is a reasonable measure to predict the risk of preoperative LLN metastases in rectal cancer patients",no
65cfe1d21930410b1300002a,Can capivasertib be used for breast cancer?,"Capivasertib Doubles PFS in Some Breast Cancers. In the phase III CAPItello-291 study, the combination of fulvestrant and capivasertib more than doubled progression-free survival compared with fulvestrant alone in patients with hormone receptor-positive, HER2-negative breast cancer who have developed resistance to aromatase inhibitors and CDK4/6 inhibitors.  In this setting of high unmet need, several clinical trials of novel drugs have recently reported encouraging results: the addition of the AKT-inhibitor capivasertib to fulvestrant demonstrated a significant improvement in progression-free survival (PFS); the oral selective estrogen receptor degrader (SERD) elacestrant prolonged PFS compared to traditional ET in a phase 3 trial, particularly among patients with detectable ESR1 mutations; finally, PARP inhibitors are available treatment options for patients with pathogenic BRCA1/2 germline mutations.   Capivasertib-fulvestrant therapy resulted in significantly longer progression-free survival than treatment with fulvestrant alone among patients with hormone receptor-positive advanced breast cancer whose disease had progressed during or after previous aromatase inhibitor therapy with or without a CDK4/6 inhibitor.  Capivasertib in Hormone Receptor-Positive Advanced Breast Cancer. ""The emerging role of capivasertib in breast cancer"". SIONS: Capivasertib-fulvestrant therapy resulted in significantly longer progression-free survival than treatment with fulvestrant alone among patients with hormone receptor-positive advanced breast cancer whose disease had progressed during or after previous aromatase inhibitor therapy with or without a CDK4/6 inhibitor. (Fun re limited.METHODS: In a phase 3, randomized, double-blind trial, we enrolled eligible pre-, peri-, and postmenopausal women and men with hormone receptor-positive, human epidermal growth factor receptor 2-negative advanced breast cancer who had had a relapse or disease progression during or after treatment with an aromatase inhibitor, with or without previous cyclin-dependent kinase 4 and 6 (CDK4/6) inhibitor therapy. Patients were randomly assigned in a 1:1 ratio to receive capivasertib plus fulvestrant or placebo plus fulvestrant. The dual primary end point was investigator-assessed progression-free survival assessed both in the overall population and among patients with AKT pathway-altered (PIK3CA, AKT1, or PTEN) tumors. Safety was assessed.RESULTS: Overall, 708 patients underwent randomization; 289 patients (40.8%) had AKT pathway alterations, and 489 (69.1%) had received a CDK4/6 inhibitor previously for advanced breast cancer. In the overall population, the median progression-free survival was 7.2 months in the capivasertib-fulvestrant group, as compared with 3.6 months in the placebo-fulvestrant group (hazard ratio for progression or death, 0.60; 95% confidence interval [CI], 0.51 to 0.71; P<0.001). In the AKT pathway-altered population, the median progression-free survival was 7.3 months in the capivasertib-fulvestrant group, as compared with 3.1 months in the BACKGROUND: Capivasertib, an AKT inhibitor, added to fulvestrant, was previously reported to improve progression-free survival in women with aromatase inhibitor-resistant oestrogen receptor (ER)-positive, HER2-negative advanced breast cancer. The benefit ap BACKGROUND: Capivasertib, an AKT inhibitor, added to fulvestrant, was previously reported to improve progression-free survival in women with aromatase inhibitor-resistant oestrogen receptor (ER)-positive, HER2-negative advanced breast cancer.",Yes. Capivasertib is effective and be used for treatment of breast cancer,yes
660812b4fdcbea915f000006,Is Kagami-Ogata associated with a deletion in chromosome 14,"Kagami-Ogata syndrome is a rare genetic imprinting disorder involving the 14q32.2 genomic location of chromosome 14. Kagami-Ogata syndrome (KOS) (OMIM #608149) is a genetic imprinting disorder affecting chromosome 14 that results in a characteristic phenotype consisting of typical facial features, skeletal abnormalities including rib abnormalities described as ""coat hanger ribs, Kagami-Ogata syndrome (KOS14) is a rare congenital disorder associated with defective genomic imprinting of the chromosome 14q32 domain.  The Kagami-Ogata syndrome (KOS) is a rare imprinting disorder with a distinct clinical phenotype.  The maternally inherited 14q32 deletion was responsible for Kagami-Ogata syndrome in our patient Kagami-Ogata syndrome (KOS14) and Temple syndrome (TS14) are two disorders associated with reciprocal alterations within the chr14q32 imprinted domain Kagami-Ogata syndrome (KOS14) is a rare imprinting disorder characterized by a unique constellation of phenotypes including bell-shaped small thorax with coat-hanger appearance of the ribs Temple and Kagami-Ogata syndromes are genomic imprinting diseases caused by maternal and paternal duplication of human chromosome 14, respectively Temple syndrome (TS) and Kagami-Ogata syndrome (KOS) are imprinting disorders caused by absence or overexpression of genes within a single imprinted cluster on human chromosome 14q32 Maternally inherited 133kb deletion of 14q32 causing Kagami-Ogata syndrome.",Kagami-Ogata syndrome is a rare genetic imprinting disorder involving the 14q32.2 genomic location of chromosome 14.,yes
662fc981187cba990d000018,Is CT colonography a cost-effective test for colorectal cancer screening?,"Because of the higher participation rates, CT colonography screening for colorectal cancer is more cost-effective than colonoscopy screening Evidence on cost-effectiveness of CTC screening is heterogeneous, due largely to between-study differences in comparators and parameter values. Future studies should: compare CTC with currently favored tests, especially fecal immunochemical tests; consider extra-colonic findings; and conduct comprehensive sensitivity analyses. CTC appeared cost-effective versus no screening and, in general, flexible sigmoidoscopy and fecal occult blood testing. Results were mixed comparing CTC to colonoscopy CT colonography would cost more and result in more deaths overall compared with colonoscopy, the latter remained the dominant strategy. Our results were sensitive to CT colonography's test performance characteristics, the malignant risk of missed adenomas, the risk of perforation and related death, the procedural costs and differences in screening adherence.INTERPRETATION: At present, CT colonography cannot be recommended as a primary means of population-based colorectal cancer screening in Canada. Colorectal Cancer: Cost-effectiveness of Colonoscopy versus CT Colonography Screening with Participation Rates and Costs. Evaluation of the benefits, harms and cost-effectiveness of potential alternatives to iFOBT testing for colorectal cancer screening in Australia. Recent diagnostic procedures for colorectal cancer screening: Are they cost-effective? Colonoscopy was more cost-effective in the screening strategies with one or two lifetime screenings, whereas CT colonography was more cost-effective in strategies with more lifetime screenings. CT colonography was the preferred test for willingness-to-pay-thresholds of €3200 per QALY gained and higher, which is lower than the Dutch willingness-to-pay threshold of €20 000. With equal participation, colonoscopy was the preferred test independent of willingness-to-pay thresholds. The findings were robust for most of the sensitivity analyses, except with regard to relative screening costs and subsequent participation. OBJECTIVE: Unit costs of screening CT colonography (CTC) can be useful for cost-effectiveness analyses and for health care decision-making. We evaluated the unit costs of CTC as a primary screening test for colorectal cancer in the setting of a randomized trial in Italy.METHODS: Data were collected within the randomized SAVE trial. Subjects were invited to screening CTC by mail and requested to have a pre-examination consultation. CTCs were performed with 64- and 128-slice CT scanners after reduced or full bowel preparation. Activity-based costing was used to determine unit costs per-process, per-participant to screening CTC, and per-subject with advanced neoplasia.RESULTS: Among 5242 subjects invited to undergo screening CTC, 1312 had pre-examination consultation and 1286 ultimately underwent CTC. Among 129 subjects with a positive CTC, 126 underwent assessment colonoscopy and 67 were ultimately diagnosed with advanced neoplasia (i.e., cancer or advanced adenoma). Cost per-participant of the entire screening CTC pathway was €196.80. Average cost per-participant for the screening invitation process was €17.04 and €9.45 for the pre-examin BACKGROUND: Computed tomography (CT) colonography's effectiveness, its associated patient advantages, and its potential role to increase colorectal cancer (CRC) screening rates have been demonstrated in previous research, but whether CT colonography has a cost advantage relative to optical colonoscopy for the commercially insured US population has not been assessed.OBJECTIVE: To compare the costs of CRC screening using CT colonography or optical colonoscopy for commercially insured people in the United States.METHODS: Using retrospective commercial healthcare claims data and peer-reviewed studies, we performed a simulated multiyear, matched-case comparison of the costs of CT and optical colonoscopies for CRC screening. We estimated commercial optical colonoscopy costs per screening based on the 2016 Truven Health MarketScan Commercial Database and ancillary services, such as bowel preparation, anesthesia, pathology, and complication costs. We developed 4 scenarios for CT colonography cost per screening using the ratio of commercial to Medicare fees, and calculated ancillary service and follow-up costs from payers' costs for these services when associated with optical colonoscopies. For comparison, we converted the costs per screening to the costs per screening year per person using real-world screening intervals that were obtained from peer-reviewed studies.RESULTS: In 2016, the average optical colonoscopy screening cost for commercial payers was $2033 (N = 406,068), or $340 per screening year per person. With our highest-cost CT colonography scenario, CT colonography costs 22% less, or $265 per screening year, than optical colonoscopy, mostly because of the advantages for patients of no anesthesia and the grea","CT colonography would cost more and result in more deaths overall compared with colonoscopy, the latter remained the dominant strategy. Cost-effectiveness of CTC screening is heterogeneous, due largely to between-study differences in comparators and parameter values. Future studies should: compare CTC with currently favored tests, especially fecal immunochemical tests; consider extra-colonic findings; and conduct comprehensive sensitivity analyses.",no
